Category,Image,Link,Name,Price,Store
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/41/1_msu1-oa.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/iphone-15-pro-hx-a-128gb-blue-titanium-smartfon-apple/,Apple Iphone 15 Pro 128 Gb,15899000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/38/244.jpg 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/a04-4-64-copper-smartfon-samsung/,Samsung Galaxy A04 64 Gb,1499000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/38/30.jpg 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/honor-x7a-4-128gb-blue-smartfon-honor/,Honor X7a 4/128 Gb,2199000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/27/Без_имени-1172.jpg 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/redmi-10c-eu-4-64gb-blue-smartfon-xiaomi/,Xiaomi Redmi 10c 4/64 Gb,1899000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/32/Без_имени-3299.jpg 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/redmi-10c-eu-4-64gb-grey-smartfon-xiaomi/,Xiaomi Redmi 10c 4/64 Gb,1899000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/41/1_5gcx-4b.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/iphone-15-pro-hx-a-265gb-blue-titanium-smartfon-apple/,Apple Iphone 15 Pro 256 Gb,15899000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/38/394.jpg 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/honor-x8a-6-128gb-cyan-smartfon-honor/,Honor X8a 6/128 Gb,2499000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/42/10_ezgg-1f.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/a05-a055-4-128gb-black-smartfon-samsung/,Samsung Galaxy A05 128 Gb,1599000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/40/8.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/redmi-12-eu-4-128gb-black-smartfon-xiaomi/,Xiaomi Redmi 12 4/128 Gb,1799000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/38/388.jpg 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/a17-4-64gb-blue-smartfon-oppo/,Oppo A17 4/64 Gb,1899000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/35/11_acf2-4h.jpg 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/redmi-10a-eu-2-32gb-blue-smartfon-xiaomi/,Xiaomi Redmi 10a 2/32 Gb,1349000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/40/27_b697-km.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/honor-90-lite-8-256gb-silver-smartfon-honor/,Honor 90 Lite 8/256 Gb,2499000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/40/49_802v-g6.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/honor-90-8-256gb-peacock-blue-smartfon-honor/,Honor 90 8/256 Gb,6199000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/42/22_o10r-di.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/a15-a155-6-128gb-black-smartfon-samsung/,Samsung Galaxy A15 128 Gb,1999000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/40/9_l9lo-2u.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/nothing-phone-2-12-256gb-dark-grey-smartfon-nothing/,Nothing Phone 2 12/256 Gb,9399000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/38/391.jpg 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/a17-4-64gb-black-smartfon-oppo/,Oppo A17 4/64 Gb,1899000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/35/Без_имени-4592.jpg 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/redmi-10a-eu-3-64gb-silver-smartfon-xiaomi/,Xiaomi Redmi 10a 3/64 Gb,1439000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/37/21_oaey-wd.jpg 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/redmi-10c-eu-4-64gb-green-smartfon-xiaomi/,Xiaomi Redmi 10c 4/64 Gb,1899000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/43/2_yjk0-71.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/redmi-note-13-pro-eu-8-256gb-black-smartfon-xiaomi/,Xiaomi Redmi Note 13 Pro 8/256 Gb,3299000,Elmakon
Category,Image,Link,Name,Price,Store
Smartfonlar,https://api.idea.uz/storage/products/December2024/USKD1Mv6k3Q2Sx75wWeX.png,https://idea.uz/product/8942-smartfon-tecno-spark-go-1-3-64-magic-skin-green,Tecno Spark Go 1 3/64 Gb,1180000,Idea
Smartfonlar,https://api.idea.uz/storage/products/October2024/GdfacWRGqhgdio5Zc5sC.png,https://idea.uz/product/8820-smartfon-tecno-spark-go-1-3-64-startrail-black,Tecno Spark Go 1 3/64 Gb,1188000,Idea
Smartfonlar,https://api.idea.uz/storage/products/October2024/yjBSu1NMgcKu3eLk5ihH.png,https://idea.uz/product/8821-smartfon-tecno-spark-go-1-3-64-glittery-white,Tecno Spark Go 1 3/64 Gb,1188000,Idea
Smartfonlar,https://api.idea.uz/storage/products/June2024/RSIYjfakhX8JC5ENtwJD.png,https://idea.uz/product/7861-smartfon-tecno-spark-go-2024-3-64-mystery-white,Tecno Spark Go 2024 3/64 Gb,1188000,Idea
Smartfonlar,https://api.idea.uz/storage/products/September2024/qntFEgy1tekwkBFj2RQp.png,https://idea.uz/product/8210-smartfon-redmi-a3-3-64-midnight-black,Xiaomi Redmi A3 3/64 Gb,1190000,Idea
Smartfonlar,https://api.idea.uz/storage/products/September2024/JcruGFMhqAJB5S5drfOR.png,https://idea.uz/product/8211-smartfon-redmi-a3-3-64-forest-green,Xiaomi Redmi A3 3/64 Gb,1190000,Idea
Smartfonlar,https://api.idea.uz/storage/products/May2024/fIg61sp4ntQPVsO7YW7N.png,https://idea.uz/product/7704-smartfon-redmi-a3-3-64-star-blue,Xiaomi Redmi A3 3/64 Gb,1190000,Idea
Smartfonlar,https://api.idea.uz/storage/products/June2023/ktaVdIKbaUXNWoIXnxDS.png,https://idea.uz/product/6407-smartfon-tecno-spark-10c-4-128gb-meta-blue,Tecno Spark 10c 4/128 Gb,1490000,Idea
Smartfonlar,https://api.idea.uz/storage/products/December2024/dmfkqFdOBbKWWtnnZhlr.png,https://idea.uz/product/8909-smartfon-honor-x5b-4-64-midnight-black,Honor X5b 4/64 Gb,1490000,Idea
Smartfonlar,https://api.idea.uz/storage/products/December2024/yoLoWcGcgze4zIKClz91.png,https://idea.uz/product/8910-smartfon-honor-x5b-4-64-ocean-blue,Honor X5b 4/64 Gb,1490000,Idea
Smartfonlar,https://api.idea.uz/storage/products/December2023/Nm9DxCn3nUnA0nM8HcWJ.png,https://idea.uz/product/6935-smartfon-samsung-galaxy-a05-128gb-light-green,Samsung Galaxy A05 128 Gb,1590000,Idea
Smartfonlar,https://api.idea.uz/storage/products/January2024/mAAMHFxv9fMETfsYUhWh.png,https://idea.uz/product/6978-smartfon-samsung-galaxy-a05-128gb-black,Samsung Galaxy A05 128 Gb,1590000,Idea
Smartfonlar,https://api.idea.uz/storage/products/March2024/QV0t135Kaa4gLakFP8d8.png,https://idea.uz/product/7091-smartfon-samsung-galaxy-a05-128gb-silver,Samsung Galaxy A05 128 Gb,1590000,Idea
Smartfonlar,https://api.idea.uz/storage/products/December2024/cHmywB0I02sXfHgWIhCm.png,https://idea.uz/product/10422-smartfon-xiaomi-poco-c65-6-128-black,Xiaomi Poco C65 6/128 Gb,1590000,Idea
Smartfonlar,https://api.idea.uz/storage/products/December2024/vyxZdxv6QSnpFMD7fBYb.png,https://idea.uz/product/8916-smartfon-honor-x5b-plus-4-128-flowing-blue,Honor X5b Plus 4/128 Gb,1590000,Idea
Smartfonlar,https://api.idea.uz/storage/products/December2024/hVuy1cb6HoAtLQrZBffm.png,https://idea.uz/product/8917-smartfon-honor-x5b-plus-4-128-flowing-black,Honor X5b Plus 4/128 Gb,1590000,Idea
Smartfonlar,https://api.idea.uz/storage/products/June2024/IY5k52upaORJLuZXtJsf.png,https://idea.uz/product/7639-smartfon-huawei-nova-y61-6-64-gb-mint-green,Huawei Nova Y61 Green,1590000,Idea
Smartfonlar,https://api.idea.uz/storage/products/October2024/Y9s9kHTXr6Uy4CfFPtwb.png,https://idea.uz/product/8822-smartfon-tecno-spark-go-1-4-128-startrail-black,Tecno Spark Go 1 4/128 Gb,1668000,Idea
Smartfonlar,https://api.idea.uz/storage/products/October2024/gGhigTZv9BEjPNYtm30b.png,https://idea.uz/product/8823-smartfon-tecno-spark-go-1-4-128-glittery-white,Tecno Spark Go 1 4/128 Gb,1668000,Idea
Smartfonlar,https://api.idea.uz/storage/products/December2024/alGv3f9OdFZS4XmS5NSa.png,https://idea.uz/product/8943-smartfon-tecno-spark-go-1-4-128-magic-skin-green,Tecno Spark Go 1 4/128 Gb,1668000,Idea
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/43/9.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/a55-a556-128gb-iceblue-smartfon-samsung/,Samsung Galaxy A55 128 Gb,4699000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/42/15_gdp6-dl.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/iphone-15-pro-256gb-natural-titanium-smartfon-apple/,Apple Iphone 15 Pro 256 Gb,15899000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/43/5.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/a55-a556-128gb-navy-smartfon-samsung/,Samsung Galaxy A55 128 Gb,4699000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/39/160_u6ch-sm.jpg 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/redmi-note-12-eu-6-128gb-green-smartfon-xiaomi/,"Xiaomi Redmi Note 12 4g, 6/128 Gb",1899000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/38/33.jpg 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/honor-x8a-6-128gb-silver-smartfon-honor/,Honor X8a 6/128 Gb,2499000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/39/410.jpg 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/mi-13-lite-eu-8-256gb-blue-smartfon-xiaomi/,Xiaomi Mi 13 Lite 8/256 Gb,4949000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/42/6_1b9j-fr.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/a05s-a057-4-128gb-black-smartfon-samsung/,Samsung Galaxy A05s 128 Gb,1799000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/40/5_avh7-51.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/reno-8t-5g-8-256gb-black-smartfon-oppo/,Oppo Reno 8t 8/256 Gb,4999000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/43/Без_имени-1_wt3a-zi.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/redmi-note-13-pro-eu-8-256gb-green-smartfon-xiaomi/,Xiaomi Redmi Note 13 Pro 8/256 Gb,3299000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/38/397.jpg 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/reno-7-8-128gb-orange-smartfon-oppo/,Oppo Reno 7 8/128 Gb,2999000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/42/2_zv8y-8n.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/redmi-note-13-pro-5g-eu-8-256gb-black-smartfon-xiaomi/,Xiaomi Redmi Note 13 Pro+ 8/256 Gb,5099000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/40/20_es6n-oh.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/m14-m146-64gb-blue-smartfon-samsung/,Samsung Galaxy M14 64 Gb,1899000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/42/20_tpo4-fq.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/honor-x7b-8-128gb-emerald-green-smartfon-honor/,Honor X7b 8/128 Gb,2199000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/41/31_ojwd-zz.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/mi-13t-pro-eu-12-256gb-alpine-blue-smartfon-xiaomi/,Xiaomi Mi 13t Pro 12/256 Gb,8799000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/42/14.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/honor-x9b-5g-12-256gb-sunrise-orange-smartfon-honor/,Honor X9b 12/256 Gb,4299000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/39/151.jpg 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/honor-x5-2-32gb-black-smartfon-honor/,Honor X5 2/32 Gb,1450000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/38/383.jpg 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/reno-8t-8-128gb-orange-smartfon-oppo/,Oppo Reno 8t 8/128 Gb,3999000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/43/5_uzyr-57.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/a55-a556-256gb-navy-smartfon-samsung/,Samsung Galaxy A55 256 Gb,5099000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/40/10_rryf-8g.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/pocophone-x5-pro-eu-8-256gb-blue-smartfon-xiaomi/,Xiaomi Pocophone X5 Pro 8/256 Gb,3899000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/42/1_ovy2-rl.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/honor-x8b-8-256gb-green-smartfon-honor/,Honor X8b 8/256 Gb,3299000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/43/9_x0ag-l3.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/a35-a356-128gb-iceblue-smartfon-samsung/,Samsung Galaxy A35 128 Gb,3899000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/38/418.jpg 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/honor-x7a-4-128gb-silver-smartfon-honor/,Honor X7a 4/128 Gb,2199000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/40/24_hyzq-q1.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/m14-m146-64gb-silver-smartfon-samsung/,Samsung Galaxy M14 64 Gb,1799000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/42/1_062c-9x.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/honor-x8b-8-128gb-black-smartfon-honor/,Honor X8b 8/128 Gb,3099000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/40/Без_имени-1.jpg 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/honor-x7a-plus-6-128gb-silver-smartfon-honor/,Honor X7a Plus 6/128 Gb,2199000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/43/5_wgxf-gj.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/iphone-15-pro-max-256gb-black-titanium-smartfon-apple/,Apple Iphone 15 Pro Max 256 Gb,17999000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/43/7_ger7-g6.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/s24-s921-128gb-onyx-black-smartfon-samsung/,Samsung Galaxy S24 128 Gb,8999000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/42/5_ujpk-9q.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/honor-x8b-8-128gb-silver-smartfon-honor/,Honor X8b 8/128 Gb,3099000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/43/3_om9x-ut.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/s24-ultra-s928-12-256gb-gray-smartfon-samsung/,Samsung Galaxy S24 Ultra 256 Gb,12999000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/42/18_4fbe-h0.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/a25-a255-6-128gb-light-blue-smartfon-samsung/,Samsung Galaxy A25 128 Gb,3099000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/42/9_s4ox-sh.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/a25-a255-6-128gb-black-smartfon-samsung/,Samsung Galaxy A25 128 Gb,3099000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/40/25_66nu-wj.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/redmi-12-eu-4-128gb-blue-smartfon-xiaomi/,Xiaomi Redmi 12 4/128 Gb,1799000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/43/1.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/a35-a356-128gb-navy-smartfon-samsung/,Samsung Galaxy A35 128 Gb,3899000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/41/5_w63u-ar.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/mi-13t-eu-8-256gb-alpine-blue-smartfon-xiaomi/,Xiaomi Mi 13t 8/256 Gb,6299000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/41/36_8iyh-ir.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/a58-4-128gb-black-smartfon-oppo/,Oppo A58 8/128 Gb,2699000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/42/5_q6lb-n9.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/honor-x8b-8-256gb-silver-smartfon-honor/,Honor X8b 8/256 Gb,3299000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/42/3_1rle-6z.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/redmi-note-13-eu-8-256gb-black-smartfon-xiaomi/,Xiaomi Redmi Note 13 8/256 Gb,2599000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/42/3_m9cf-4f.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/redmi-note-13-eu-6-128gb-black-smartfon-xiaomi/,Xiaomi Redmi Note 13 6/128 Gb,2199000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/41/16_5ko0-6n.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/a78-4-128gb-black-smartfon-oppo/,Oppo A78 8/256 Gb,3399000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/41/5_fhh9-tq.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/pova-neo-3-4-128gb-mecha-black-smartfon-tecno/,Tecno Pova Neo 3 4/128 Gb,1889000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/43/13_bofp-8z.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/s23-fe-s711-8-128gb-mint-smartfon-samsung/,Samsung Galaxy S23 Fe 128 Gb,6799000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/41/1_o850-u2.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/y02t-4-64gb-orchid-blue-smartfon-vivo/,Vivo Y02t 4/64 Gb,1599000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/40/19_utlb-43.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/honor-x7a-plus-6-128gb-blue-smartfon-honor/,Honor X7a Plus 6/128 Gb,2199000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/43/25_kxha-v7.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/honor-200-lite-8-256gb-midnight-black-smartfon-honor/,Honor 200 Lite 8/256 Gb,3499000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/43/6_9v6u-3a.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/s24-s921-8-256gb-marble-gray-smartfon-samsung/,Samsung Galaxy S24 256 Gb,9799000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/41/14_smjc-u2.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/a18-4-128gb-blue-smartfon-oppo/,Oppo A18 4/128 Gb,1999000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/42/7_zpws-s5.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/a34-a346-256gb-light-green-smartfon-samsung/,Samsung Galaxy A34 256 Gb,3499000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/42/1_dl35-ho.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/mi-14-eu-12-256gb-black-smartfon-xiaomi/,Xiaomi Mi 14 12/256 Gb,9699000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/43/3_ikr7-16.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/honor-200-lite-8-256gb-cyan-lake-smartfon-honor/,Honor 200 Lite 8/256 Gb,3499000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/42/27.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/note-30-pro-8-256gb-black-smartfon-infinix/,Infinix Note 30 Pro 8/256 Gb,2799000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/43/34_4k59-4x.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/v30-12-256gb-black-smartfon-vivo/,Vivo V30 12/256 Gb,7099000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/43/12_bss9-uf.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/s23-fe-s711-8-128gb-graphite-smartfon-samsung/,Samsung Galaxy S23 Fe 128 Gb,6799000,Elmakon
Smartfonlar,https://elmakon.uz/images/thumbnails/540/540/detailed/43/1_51bn-kk.png 2x,https://elmakon.uz/telefony-gadzhety-aksessuary/honor-200-lite-8-256gb-starry-blue-smartfon-honor/,Honor 200 Lite 8/256 Gb,3499000,Elmakon
